RECORD ID,SET ID,RECORD NAME,RECORD OPEN DATE
KES27,OUTFRONT MEDIA BILLING,1000 BRANNAN ST,12/17/2015
KID18,OUTFRONT MEDIA BILLING,1500 BUSH ST,12/17/2015
MDM125,OUTFRONT MEDIA BILLING,2635 BAYSHORE BLVD,12/17/2015
MDM24,OUTFRONT MEDIA BILLING,235 10TH ST,12/17/2015
MDM51,OUTFRONT MEDIA BILLING,401 03RD ST,12/17/2015
MDM71,OUTFRONT MEDIA BILLING,1427 SAN BRUNO AVE,12/17/2015
MDM73,OUTFRONT MEDIA BILLING,2501 03RD ST,12/17/2015
MDM74,OUTFRONT MEDIA BILLING,2501 03RD ST,12/17/2015
ORIG1000,OUTFRONT MEDIA BILLING,2901 SAN BRUNO AVE,12/17/2015
ORIG1008,OUTFRONT MEDIA BILLING,3099 SAN BRUNO AVE,12/17/2015
ORIG1009,OUTFRONT MEDIA BILLING,3067 SAN BRUNO AVE,12/17/2015
ORIG1015,OUTFRONT MEDIA BILLING,263 BAYSHORE BLVD,12/17/2015
ORIG1016,OUTFRONT MEDIA BILLING,263 BAYSHORE BLVD,12/17/2015
ORIG1020,OUTFRONT MEDIA BILLING,280 BAYSHORE BLVD,12/17/2015
ORIG1021,OUTFRONT MEDIA BILLING,280 BAYSHORE BLVD,12/17/2015
ORIG1029,OUTFRONT MEDIA BILLING,440 BAYSHORE BLVD,12/17/2015
ORIG1031,OUTFRONT MEDIA BILLING,320 BAYSHORE BLVD,12/17/2015
ORIG1037,OUTFRONT MEDIA BILLING,500 BAYSHORE BLVD,12/17/2015
ORIG1040,OUTFRONT MEDIA BILLING,992 PERALTA AVE,12/17/2015
ORIG1050,OUTFRONT MEDIA BILLING,2480 SAN BRUNO AVE,12/17/2015
ORIG1058,OUTFRONT MEDIA BILLING,2260 BAYSHORE BLVD,12/17/2015
ORIG1059,OUTFRONT MEDIA BILLING,2200 BAYSHORE BLVD,12/17/2015
ORIG1069,OUTFRONT MEDIA BILLING,5025 MISSION ST,12/17/2015
ORIG109,OUTFRONT MEDIA BILLING,770 OFARRELL ST,12/17/2015
ORIG1094,OUTFRONT MEDIA BILLING,3000 MISSION ST,12/17/2015
ORIG1100,OUTFRONT MEDIA BILLING,1515 SOUTH VAN NESS AVE,12/17/2015
ORIG1103,OUTFRONT MEDIA BILLING,3120 MISSION ST,12/17/2015
ORIG1109,OUTFRONT MEDIA BILLING,1651 CHURCH ST,12/17/2015
ORIG1112,OUTFRONT MEDIA BILLING,3488 MISSION ST,12/17/2015
ORIG1114,OUTFRONT MEDIA BILLING,3798 MISSION ST,12/17/2015
ORIG1117,OUTFRONT MEDIA BILLING,1780 SAN JOSE AVE,12/17/2015
ORIG1118,OUTFRONT MEDIA BILLING,4420 MISSION ST,12/17/2015
ORIG1119,OUTFRONT MEDIA BILLING,4334 MISSION ST,12/17/2015
ORIG1120,OUTFRONT MEDIA BILLING,4334 MISSION ST,12/17/2015
ORIG1131,OUTFRONT MEDIA BILLING,890 GENEVA AVE,12/17/2015
ORIG1132,OUTFRONT MEDIA BILLING,890 GENEVA AVE,12/17/2015
ORIG12,OUTFRONT MEDIA BILLING,530 BROADWAY,12/17/2015
ORIG122,OUTFRONT MEDIA BILLING,305 HYDE ST,12/17/2015
ORIG140,OUTFRONT MEDIA BILLING,2050 CHESTNUT ST,12/17/2015
ORIG142,OUTFRONT MEDIA BILLING,2390 LOMBARD ST,12/17/2015
ORIG15,OUTFRONT MEDIA BILLING,612 BROADWAY,12/17/2015
ORIG162,OUTFRONT MEDIA BILLING,1787 LOMBARD ST,12/17/2015
ORIG163,OUTFRONT MEDIA BILLING,3130 WEBSTER ST,12/17/2015
ORIG169,OUTFRONT MEDIA BILLING,2299 LOMBARD ST,12/17/2015
ORIG180,OUTFRONT MEDIA BILLING,2255 POLK ST,12/17/2015
ORIG186,OUTFRONT MEDIA BILLING,1480 BROADWAY,12/17/2015
ORIG187,OUTFRONT MEDIA BILLING,1480 BROADWAY,12/17/2015
ORIG188,OUTFRONT MEDIA BILLING,1544 PACIFIC AVE,12/17/2015
ORIG191,OUTFRONT MEDIA BILLING,2001 VAN NESS AVE,12/17/2015
ORIG200,OUTFRONT MEDIA BILLING,1630 POLK ST,12/17/2015
ORIG204,OUTFRONT MEDIA BILLING,1349 LARKIN ST,12/17/2015
ORIG206,OUTFRONT MEDIA BILLING,1436 POLK ST,12/17/2015
ORIG207,OUTFRONT MEDIA BILLING,1436 POLK ST,12/17/2015
ORIG208,OUTFRONT MEDIA BILLING,1561 CALIFORNIA ST,12/17/2015
ORIG211,OUTFRONT MEDIA BILLING,1401 POLK ST,12/17/2015
ORIG245,OUTFRONT MEDIA BILLING,110 FRANKLIN ST,12/17/2015
ORIG246,OUTFRONT MEDIA BILLING,110 FRANKLIN ST,12/17/2015
ORIG255,OUTFRONT MEDIA BILLING,15 HERMANN ST,12/17/2015
ORIG264,OUTFRONT MEDIA BILLING,2341 CHESTNUT ST,12/17/2015
ORIG279,OUTFRONT MEDIA BILLING,3628 GEARY BLVD,12/17/2015
ORIG28,OUTFRONT MEDIA BILLING,333 BROADWAY,12/17/2015
ORIG280,OUTFRONT MEDIA BILLING,3 MASONIC AVE,12/17/2015
ORIG281,OUTFRONT MEDIA BILLING,3 MASONIC AVE,12/17/2015
ORIG282,OUTFRONT MEDIA BILLING,3 MASONIC AVE,12/17/2015
ORIG285,OUTFRONT MEDIA BILLING,3215 GEARY BLVD,12/17/2015
ORIG298,OUTFRONT MEDIA BILLING,610 MASONIC AVE,12/17/2015
ORIG302,OUTFRONT MEDIA BILLING,616 DIVISADERO ST,12/17/2015
ORIG307,OUTFRONT MEDIA BILLING,1800 HAIGHT ST,12/17/2015
ORIG308,OUTFRONT MEDIA BILLING,1800 HAIGHT ST,12/17/2015
ORIG309,OUTFRONT MEDIA BILLING,1878 HAIGHT ST,12/17/2015
ORIG322,OUTFRONT MEDIA BILLING,2132 CLEMENT ST,12/17/2015
ORIG324,OUTFRONT MEDIA BILLING,354 CLEMENT ST,12/17/2015
ORIG327,OUTFRONT MEDIA BILLING,3836 GEARY BLVD,12/17/2015
ORIG328,OUTFRONT MEDIA BILLING,151 CLEMENT ST,12/17/2015
ORIG330,OUTFRONT MEDIA BILLING,4040 GEARY BLVD,12/17/2015
ORIG333,OUTFRONT MEDIA BILLING,330 07TH AVE,12/17/2015
ORIG334,OUTFRONT MEDIA BILLING,321 06TH AVE,12/17/2015
ORIG335,OUTFRONT MEDIA BILLING,330 07TH AVE,12/17/2015
ORIG340,OUTFRONT MEDIA BILLING,5644 GEARY BLVD,12/17/2015
ORIG352,OUTFRONT MEDIA BILLING,6099 GEARY BLVD,12/17/2015
ORIG353,OUTFRONT MEDIA BILLING,6099 GEARY BLVD,12/17/2015
ORIG354,OUTFRONT MEDIA BILLING,6027 GEARY BLVD,12/17/2015
ORIG355,OUTFRONT MEDIA BILLING,5339 GEARY BLVD,12/17/2015
ORIG362,OUTFRONT MEDIA BILLING,401 08TH AVE,12/17/2015
ORIG363,OUTFRONT MEDIA BILLING,4201 GEARY BLVD,12/17/2015
ORIG366,OUTFRONT MEDIA BILLING,500 BALBOA ST,12/17/2015
ORIG368,OUTFRONT MEDIA BILLING,3600 BALBOA ST,12/17/2015
ORIG378,OUTFRONT MEDIA BILLING,2100 IRVING ST,12/17/2015
ORIG379,OUTFRONT MEDIA BILLING,2100 IRVING ST,12/17/2015
ORIG399,OUTFRONT MEDIA BILLING,1345 NORIEGA ST,12/17/2015
ORIG403,OUTFRONT MEDIA BILLING,3801 NORIEGA ST,12/17/2015
ORIG408,OUTFRONT MEDIA BILLING,2100 TARAVAL ST,12/17/2015
ORIG418,OUTFRONT MEDIA BILLING,1855 TARAVAL ST,12/17/2015
ORIG423,OUTFRONT MEDIA BILLING,398 WEST PORTAL AVE,12/17/2015
ORIG429,OUTFRONT MEDIA BILLING,807 ULLOA ST,12/17/2015
ORIG43,OUTFRONT MEDIA BILLING,126 COLUMBUS AVE,12/17/2015
ORIG430,OUTFRONT MEDIA BILLING,160 WEST PORTAL AVE,12/17/2015
ORIG431,OUTFRONT MEDIA BILLING,195 WEST PORTAL AVE,12/17/2015
ORIG432,OUTFRONT MEDIA BILLING,195 WEST PORTAL AVE,12/17/2015
ORIG439,OUTFRONT MEDIA BILLING,1344 OCEAN AVE,12/17/2015
ORIG447,OUTFRONT MEDIA BILLING,1809 MARKET ST,12/17/2015
ORIG448,OUTFRONT MEDIA BILLING,174 VALENCIA ST,12/17/2015
ORIG466,OUTFRONT MEDIA BILLING,1695 MISSION ST,12/17/2015
ORIG477,OUTFRONT MEDIA BILLING,1316 FOLSOM ST,12/17/2015
ORIG482,OUTFRONT MEDIA BILLING,1375 HOWARD ST,12/17/2015
ORIG485,OUTFRONT MEDIA BILLING,1354 HARRISON ST,12/17/2015
ORIG488,OUTFRONT MEDIA BILLING,1379 FOLSOM ST,12/17/2015
ORIG493,OUTFRONT MEDIA BILLING,1610 HARRISON ST,12/17/2015
ORIG503,OUTFRONT MEDIA BILLING,1615 FOLSOM ST,12/17/2015
ORIG510,OUTFRONT MEDIA BILLING,1000 BRANNAN ST,12/17/2015
ORIG515,OUTFRONT MEDIA BILLING,1776 FOLSOM ST,12/17/2015
ORIG526,OUTFRONT MEDIA BILLING,260 VALENCIA ST,12/17/2015
ORIG534,OUTFRONT MEDIA BILLING,398 SOUTH VAN NESS AVE,12/17/2015
ORIG535,OUTFRONT MEDIA BILLING,398 SOUTH VAN NESS AVE,12/17/2015
ORIG544,OUTFRONT MEDIA BILLING,1835 FOLSOM ST,12/17/2015
ORIG566,OUTFRONT MEDIA BILLING,2099 FOLSOM ST,12/17/2015
ORIG577,OUTFRONT MEDIA BILLING,2101 MISSION ST,12/17/2015
ORIG578,OUTFRONT MEDIA BILLING,2126 MISSION ST,12/17/2015
ORIG591,OUTFRONT MEDIA BILLING,2271 MISSION ST,12/17/2015
ORIG620,OUTFRONT MEDIA BILLING,481 JESSIE ST,12/17/2015
ORIG623,OUTFRONT MEDIA BILLING,22 02ND ST,12/17/2015
ORIG624,OUTFRONT MEDIA BILLING,51 03RD ST,12/17/2015
ORIG64,OUTFRONT MEDIA BILLING,423 WASHINGTON ST,12/18/2015
ORIG647,OUTFRONT MEDIA BILLING,530 HOWARD ST,12/18/2015
ORIG651,OUTFRONT MEDIA BILLING,967 MISSION ST,12/18/2015
ORIG652,OUTFRONT MEDIA BILLING,965 MISSION ST,12/18/2015
ORIG653,OUTFRONT MEDIA BILLING,965 MISSION ST,12/18/2015
ORIG655,OUTFRONT MEDIA BILLING,106 06TH ST,12/18/2015
ORIG656,OUTFRONT MEDIA BILLING,106 06TH ST,12/18/2015
ORIG670,OUTFRONT MEDIA BILLING,1188 FOLSOM ST,12/18/2015
ORIG682,OUTFRONT MEDIA BILLING,380 CLEMENTINA ST,12/18/2015
ORIG685,OUTFRONT MEDIA BILLING,205 02ND ST,12/18/2015
ORIG698,OUTFRONT MEDIA BILLING,450 HARRISON ST,12/18/2015
ORIG70,OUTFRONT MEDIA BILLING,500 GRANT AVE,12/18/2015
ORIG704,OUTFRONT MEDIA BILLING,397 05TH ST,12/18/2015
ORIG706,OUTFRONT MEDIA BILLING,397 05TH ST,12/18/2015
ORIG721,OUTFRONT MEDIA BILLING,1118 HARRISON ST,12/18/2015
ORIG725,OUTFRONT MEDIA BILLING,393 09TH ST,12/18/2015
ORIG727,OUTFRONT MEDIA BILLING,1201 HARRISON ST,12/18/2015
ORIG728,OUTFRONT MEDIA BILLING,1201 HARRISON ST,12/18/2015
ORIG73,OUTFRONT MEDIA BILLING,200 PINE ST,12/18/2015
ORIG730,OUTFRONT MEDIA BILLING,1000 BRYANT ST,12/18/2015
ORIG731,OUTFRONT MEDIA BILLING,1000 BRYANT ST,12/18/2015
ORIG756,OUTFRONT MEDIA BILLING,400 03RD ST,12/18/2015
ORIG789,OUTFRONT MEDIA BILLING,490 BRANNAN ST,12/18/2015
ORIG8,OUTFRONT MEDIA BILLING,750 COLUMBUS AVE,12/18/2015
ORIG802,OUTFRONT MEDIA BILLING,541 08TH ST,12/18/2015
ORIG803,OUTFRONT MEDIA BILLING,17 DECATUR ST,12/18/2015
ORIG810,OUTFRONT MEDIA BILLING,713 BRANNAN ST,12/18/2015
ORIG844,OUTFRONT MEDIA BILLING,2401 16TH ST,12/18/2015
ORIG848,OUTFRONT MEDIA BILLING,2085 03RD ST,12/18/2015
ORIG873,OUTFRONT MEDIA BILLING,2900 24TH ST,12/18/2015
ORIG878,OUTFRONT MEDIA BILLING,2797 03RD ST,12/18/2015
ORIG879,OUTFRONT MEDIA BILLING,2797 03RD ST,12/18/2015
ORIG881,OUTFRONT MEDIA BILLING,1495 TENNESSEE ST,12/18/2015
ORIG898,OUTFRONT MEDIA BILLING,2590 MARIN ST,12/18/2015
ORIG9,OUTFRONT MEDIA BILLING,659 COLUMBUS AVE,12/18/2015
ORIG900,OUTFRONT MEDIA BILLING,2305 CESAR CHAVEZ ST,12/18/2015
ORIG901,OUTFRONT MEDIA BILLING,2305 CESAR CHAVEZ ST,12/18/2015
ORIG902,OUTFRONT MEDIA BILLING,2305 CESAR CHAVEZ ST,12/18/2015
ORIG903,OUTFRONT MEDIA BILLING,2305 CESAR CHAVEZ ST,12/18/2015
ORIG921,OUTFRONT MEDIA BILLING,6245 03RD ST,12/18/2015
ORIG929,OUTFRONT MEDIA BILLING,125 NAPOLEON ST,12/18/2015
ORIG930,OUTFRONT MEDIA BILLING,125 NAPOLEON ST,12/18/2015
ORIG931,OUTFRONT MEDIA BILLING,2246 JERROLD AVE,12/18/2015
ORIG932,OUTFRONT MEDIA BILLING,1859 EVANS ST,12/18/2015
ORIG935,OUTFRONT MEDIA BILLING,4101 03RD ST,12/18/2015
ORIG945,OUTFRONT MEDIA BILLING,4442 03RD ST,12/18/2015
ORIG946,OUTFRONT MEDIA BILLING,4517 03RD ST,12/18/2015
ORIG947,OUTFRONT MEDIA BILLING,4517 03RD ST,12/18/2015
ORIG948,OUTFRONT MEDIA BILLING,4517 03RD ST,12/18/2015
ORIG949,OUTFRONT MEDIA BILLING,4517 03RD ST,12/18/2015
ORIG957,OUTFRONT MEDIA BILLING,141 INDUSTRIAL ST,12/18/2015
ORIG958,OUTFRONT MEDIA BILLING,141 INDUSTRIAL ST,12/18/2015
ORIG96,OUTFRONT MEDIA BILLING,275 POST ST,12/18/2015
ORIG966,OUTFRONT MEDIA BILLING,5172 03RD ST,12/18/2015
ORIG972,OUTFRONT MEDIA BILLING,5222 03RD ST,12/18/2015
ORIG975,OUTFRONT MEDIA BILLING,5222 03RD ST,12/18/2015
ORIG976,OUTFRONT MEDIA BILLING,5250 03RD ST,12/18/2015
ORIG979,OUTFRONT MEDIA BILLING,WILLIAMS AVE,12/18/2015
ORIG980,OUTFRONT MEDIA BILLING,WILLIAMS AVE,12/18/2015
ORIG981,OUTFRONT MEDIA BILLING,WILLIAMS AVE,12/18/2015
ORIG991,OUTFRONT MEDIA BILLING,2469 SAN BRUNO AVE,12/18/2015
ORIG992,OUTFRONT MEDIA BILLING,2599 SAN BRUNO AVE,12/18/2015
ORIG993,OUTFRONT MEDIA BILLING,2599 SAN BRUNO AVE,12/18/2015
ORIG994,OUTFRONT MEDIA BILLING,2633 SAN BRUNO AVE,12/18/2015
ORIG995,OUTFRONT MEDIA BILLING,2633 SAN BRUNO AVE,12/18/2015
ORIG996,OUTFRONT MEDIA BILLING,2629 SAN BRUNO AVE,12/18/2015
ORIG998,OUTFRONT MEDIA BILLING,2695 SAN BRUNO AVE,12/18/2015
ORIG999,OUTFRONT MEDIA BILLING,2901 SAN BRUNO AVE,12/18/2015
ORIG178,OVERALL MURALS INC. SIGNS,2196 UNION ST,12/17/2015
ORIG471,OVERALL MURALS INC. SIGNS,298 11TH ST,12/17/2015
ORIG5,OVERALL MURALS INC. SIGNS,383 BAY ST,12/17/2015
ORIG686,OVERALL MURALS INC. SIGNS,577 HOWARD ST,12/18/2015
EKC40,POCOROBA REVOCABLE TRUST BILLING,3251 STEINER ST,12/17/2015
EKC41,POCOROBA REVOCABLE TRUST BILLING,3251 STEINER ST,12/17/2015
EKC82,RAINEY MEDIA BILLING,995 HARRISON ST,12/17/2015
ORIG804,SCJ BILLING,680 08TH ST,12/18/2015
ORIG805,SCJ BILLING,680 08TH ST,12/18/2015
CL10,SEATTLE SIGNS BILLING,875 HOWARD ST,12/17/2015
ORIG103,SEATTLE SIGNS BILLING,180 OFARRELL ST,12/17/2015
ORIG223,SEATTLE SIGNS BILLING,1332 VAN NESS AVE,12/17/2015
ORIG633,SEATTLE SIGNS BILLING,121 STEUART ST,12/18/2015
ORIG634,SEATTLE SIGNS BILLING,121 STEUART ST,12/18/2015
ORIG1308,SEROPAN ENTERPRISES BILLING,2098 LOMBARD ST,12/17/2015
ORIG248,SHIZUO HOLDING TRUST BILLING,400 HAIGHT ST,12/17/2015
ORIG249,SHIZUO HOLDING TRUST BILLING,400 HAIGHT ST,12/17/2015
ORIG886,STEVENS FAMILY TRUST BILLING,1435 SAN BRUNO AVE,12/18/2015
ORIG115,TOTAL CC: BILLING,100 POWELL ST,12/17/2015
KAB26,UNION SQUARE BUILDING BILLING,285 GEARY ST,12/17/2015
ORIG3,VAN WAGNER COMMUNICATIONS BILLING,1789 THE EMBARCADERO,12/17/2015
ORIG770,VAN WAGNER COMMUNICATIONS BILLING,759 HARRISON ST,12/18/2015
ORIG85,VAN WAGNER COMMUNICATIONS BILLING,445 SUTTER ST,12/18/2015
ORIG93,VAN WAGNER COMMUNICATIONS BILLING,132 GEARY ST,12/18/2015
ORIG615,WINDSOR HOTEL BILLING,20 06TH ST,12/17/2015
